Projekttraeger;138;138 - Alice-Eleonoren-Schule - Darmstadt;Kapellplatz 2, 64283 Darmstadt;138
Projekttraeger;139;139 - Altenpflegeschule Bergstraße - Bensheim;Lilienthalstraße 39 - 45, 64625 Bensheim;139
Projekttraeger;140;140 - USS GmbH Sinsheim - Sinsheim;Postfach 1854, 74878 Sinsheim;140
Projekttraeger;141;141 - Joblinge gAG Frankfurt, Standort Offenbach - Offenbach;Ziegelstr. 8, 63065 Offenbach;141
Projekttraeger;142;142 - LEBENSRÄUME Rehabilitationsgesellschaft mbH - Offenbach;Herrnstr. 57, 63065 Offenbach;142
Projekttraeger;143;143 - KIZ SINNOVA Gesellschaft für soziale Innovationen gGmbH - Offenbach;Hermann-Steinhäuser-Str. 43-47, 63065 Offenbach;143
Projekttraeger;147;147 - Projektfabrik - Witten;Ruhrtal 5, 58456 Witten;147
Projekttraeger;149;149 - Internationaler Bund IB Langen - Langen;Robert-Bosch-Str. 24, 63225 Langen;149
Projekttraeger;150;150 - AWO Kreisverband Offenbach Land e.V. - Dietzenbach;Max-Planck-Str. 10, 63128 Dietzenbach;150
Projekttraeger;151;151 - USS GmbH Offenbach - Offenbach;Ferdinand-Porsche- Str. 2, 63073 Offenbach;151
Projekttraeger;152;152 - Zentrum für Weiterbildung gGmbH Langen - Langen;Moselstr. 11, 63225 Langen;152
Projekttraeger;153;153 - Gemeinnützige Offenbacher Ausbildungs- und Beschäftigungsgesellschaft mbH - Offenbach;Kaiserstr. 66, 63065 Offenbach;153
Projekttraeger;154;154 - Volkshochschule Rheingau-Taunus e.V. - Taunusstein;Erich-Kästner-Str., 65232 Taunusstein;154
Projekttraeger;155;155 - BauHaus Werkstätten Wiesbaden GmbH - Wiesbaden;Otto-Wallach-Str., 65203 Wiesbaden;155
Projekttraeger;156;156 - Bildungswerk des hess. Handels gGmbH - Darmstadt;Groß-Gerauer-Weg 55a, 64295 Darmstadt;156
Projekttraeger;159;159 - Jugendwerkstatt Herrnhaag e.V. - Büdingen;Herrnhaag 2, 63654 Büdingen;159
Projekttraeger;161;161 - Altenzentrum Hospital - Bad Hersfeld;Hospitalgasse 1 - 3, 36251 Bad Hersfeld;161
Projekttraeger;162;162 - Internationaler Bund IB Bad Hersfeld - Bad Hersfeld;Klausstr. 31, 36251 Bad Hersfeld;162
Projekttraeger;163;163 - JAFKA gemeinnützige GmbH - Kassel;Hegelsbergstr. 24 A, 34127 Kassel;163
Projekttraeger;164;164 - BJH gemeinnützige GmbH - Kassel;Erzberger Str. 45, 34117 Kassel;164
Projekttraeger;165;165 - Bietergemeinschaft (BFH GmbH) - Korbach;Christian-Paul-Str. 5, 34497 Korbach;165
Projekttraeger;166;166 - Mädchenbus e. V. - Kassel;Ludwig-Mond-Str, 45 b, 34121 Kassel;166
Projekttraeger;167;167 - FAB gGmbH - Friedberg;Grüner Weg 8, 61169 Friedberg;167
Projekttraeger;168;168 - GSM T&I GmbH - Neu-Anspach;Robert-Bosch-Str. 18, 61267 Neu-Anspach;168
Projekttraeger;169;169 - Ausbildungsverbund Rhöner Lebensmittel e.V. - Kassel;Baunsbergstr. 7, 34131 Kassel;169
Projekttraeger;170;170 - F+U Main Neckar GmbH - Michelstadt;Frankfurter Str. 37, 64720 Michelstadt;170
Projekttraeger;171;171 - KreisJobCenter Marburg-Biedenkopf - Marburg;Raiffeisenstr. 6, 35043 Marburg;171
Projekttraeger;173;173 - Kreisausschuss des Landkreises Kassel - Kassel;Wilhelmshöher Allee 19-21, 34117 Kassel;173
Projekttraeger;174;174 - Diakonisches Werk Kassel - Kassel;Hermannstr. 6, 34117 Kassel;174
Projekttraeger;175;175 - StadtBild gemeinnützige GmbH - Kassel;Hegelsbergstr. 24 A, 34127 Kassel;175
Projekttraeger;176;176 - Verein für Sozialpolitik, Bildung und Berufsförderung e.V. - Kassel;Karthäuser Str. 23, 34117 Kassel;176
Projekttraeger;177;177 - Bietergemeinschaft Schwalm-Eder - Homberg;Bindeweg 32, 34576 Homberg;177
Projekttraeger;178;178 - Ausbildungszentrum der Bauwirtschaft - Nidda;Unter der Stadt 21, 63667 Nidda;178
Projekttraeger;180;180 - basa e.V. - Neu-Anspach;Schulstraße 3, 61267 Neu-Anspach;180
Projekttraeger;181;181 - Signum Gesellschaft für Berufsbildung, Training und Beratung mbh - Hofheim;Wickerer Weg 11, 65719 Hofheim;181
Projekttraeger;182;182 - Main-Taunus-Kreis, Amt für Arbeit und Soziales - Hofheim;Am Kreishaus 1 - 5, 65719 Hofheim;182
Projekttraeger;184;184 - Kreishandwerkerschaft Bergstraße - Bensheim;Werner-von-Siemens-Straße 30, 64625 Bensheim;184
Projekttraeger;185;185 - Kommunale Arbeitsförderung - Kassel;Obere Königsstr. 8, 34112 Kassel;185
Projekttraeger;186;186 - Jobcenter Kassel-Stadt - Kassel;Grüner Weg 46, 34117 Kassel;186
Projekttraeger;187;187 - GSM Training & Integration gGmbH - Kiel;Andreas-Gayk-Str. 7-11, 24103 Kiel;187
Projekttraeger;189;189 - Merkur-Schule, Private Schulgesellschaft mbH - Mörlenbach;Weinheimer Str. 50, 69509 Mörlenbach;189
Projekttraeger;190;190 - CariJob gGmbH - Offenbach;Kaiserstr. 44, 63065 Offenbach;190
Projekttraeger;191;191 - GOAB Initiative Arbeit im Bistum Mainz - Offenbach;Kaiserstr. 66, 63065 Offenbach;191
Projekttraeger;196;196 - AGiL Gemeinnützige Arbeitsförderungsgesellschaft im Landkreis Kassel - Wolfhagen;Ritterstr. 1, 34466 Wolfhagen;196
Projekttraeger;197;197 - Neue Arbeit Vogelsberg gGmbH - Alsfeld;Altenburger Str. 40, 36304 Alsfeld;197
Projekttraeger;199;199 - vabia Vellmar e.V. (jetzt Diakon. Werk) - Kassel;Spohrstr. 2, 34117 Kassel;199
Projekttraeger;200;"200 - Kirchenkreisamt Hanau""Pilot"" Evangelische Fachstelle, Jugendberufshilfe - Hanau";Am Steinheimer Tor 6a, 63450 Hanau;200
Projekttraeger;201;201 - FAA Bildungsgesellschaft mbH, Merkers - Merkers;Gartenstraße, 36460 Merkers;201
Projekttraeger;202;202 - GBW mbH - Taunusstein;Konrad-Adenauer-Str. 15, 65232 Taunusstein;202
Projekttraeger;203;203 - agentur a-z - Reichelsheim;Riedweg 13, 61203 Reichelsheim;203
Projekttraeger;204;204 - Bfz Kassel - Kassel;Gobietstraße 13, 34123 Kassel;204
Projekttraeger;205;205 - Personal- und Organisationsamt der Stadt Kassel - Kassel;Obere Königsstr. 8, 34112 Kassel;205
Projekttraeger;206;206 - Grone-Bildungszentrum Kassel - Kassel;Kölnische Str. 16, 34117 Kassel;206
Projekttraeger;207;207 - Volkshochschule Region Kassel - Kassel;Wilhelmshöher Allee 19-21, 34117 Kassel;207
Projekttraeger;208;208 - WDH Waldecksches Diakonissenhaus - Bad Arolsen;Helenenstraße 14, 34454 Bad Arolsen;208
Projekttraeger;210;210 - BAW Odenwaldkreis gGmbH - Michelstadt;Stockheimer Ring 13, 64720 Michelstadt;210
Projekttraeger;211;211 - Aktionsgemeinschaft Soziale Arbeit e.V. (AGS) - Dietzenbach;Offenthaler Str. 75, 63128 Dietzenbach;211
Projekttraeger;212;212 - Beschäftigungsgesellschaft des Landkreises Waldeck-Frankenberg gGmbH (BWF) - Korbach;Flechtdorfer Straße 89, 34497 Korbach;212
Projekttraeger;213;213 - ZFH (Zentralstelle für Fernstudien an Fachhochschulen) - Koblenz;Konrad-Zuse-Str. 1, 56075 Koblenz;213
Projekttraeger;214;214 - Förderverein der Max-Eyth-Schule - Dreieich;Frankfuerter Str. 160-166, 63303 Dreieich;214
Projekttraeger;216;216 - Kultur123 Stadt Rüsselsheim - Rüsselsheim;Am Treff 1, 65428 Rüsselsheim;216
Projekttraeger;217;217 - Kreisvolkshochschule Schloß Dornberg - Groß-Gerau;Hauptstr. 1, 64521 Groß-Gerau;217
Projekttraeger;218;218 - Stadt Wiesbaden, Amt für Soziale Arbeit, Schulsozialarbeit - Wiesbaden;Konradinerallee 11, 65189 Wiesbaden;218
Projekttraeger;219;219 - Handwerkskammer Wiesbaden - Wiesbaden;Bierstadter Str. 45, 65189 Wiesbaden;219
Projekttraeger;220;220 - Jugendhilfezentrum Johannisstift GmbH - Wiesbaden;Platter Str. 72-78, 65193 Wiesbaden;220
Projekttraeger;221;221 - Caritasverband Wiesbaden-Rheingau-Taunus e.V. - Wiesbaden;Friedrichstr. 26-18, 65185 Wiesbaden;221
Projekttraeger;222;222 - Trockendock e. V., Regionale Dienstleistungen Wetterau - Friedberg;Straßheimer Str. 37, 61169 Friedberg;222
Projekttraeger;223;223 - Evangelische Kirchengemeinde St. Michaelis - Karben;Am Lindenbaum 6, 61184 Karben;223
Projekttraeger;224;224 - Volkshochschule Lauterbach - Lauterbach;Goldhelg 20, 36341 Lauterbach;224
Projekttraeger;225;225 - Büro für Staatsbürgerliche Frauenarbeit e. V. - Wiesbaden;Friedrichstraße 32, 65185 Wiesbaden;225
Projekttraeger;226;226 - Bildungsakademie des LSB Hessen - Frankfurt;Otto-Fleck-Schneise 4, 60528 Frankfurt;226
Projekttraeger;227;227 - geva-institut - München;Elisabethstraße 25, 80796 München;227
Projekttraeger;229;229 - Naviduo gGmbH - Frankfurt;Eschersheimer Landstr. 248, 60320 Frankfurt;229
Projekttraeger;230;230 - Institut Simone Herl - Offenbach;Taunusring 3, 63069 Offenbach;230
Projekttraeger;231;231 - Werra-Meißner-Kreis - Eschwege;Schlossplatz 1, 37269 Eschwege;231
Projekttraeger;232;232 - BBZ Mitte GmbH - Petersberg;Goerdelerstr. 139, 36100 Petersberg;232
Projekttraeger;233;233 - Bildungsverein Kreidekreis e. V. - Fulda;Agnes-Huenninger-Str. 12, 36043 Fulda;233
Projekttraeger;234;234 - Rhön Tourismus & Service GmbH des Landkreises Fulda - Fulda;Robert-Kircher-Str. 34, 36037 Fulda;234
Projekttraeger;235;235 - Komm. Jobcenter Odenwaldkreis - Erbach;Michelstädter Str. 12, 64711 Erbach;235
Projekttraeger;236;236 - GFFB gGmbH - Frankfurt;Mainzer Landstr. 349, 60326 Frankfurt;236
Projekttraeger;237;237 - GWR gGmbH - Frankfurt;Lärchenstr. 131, 65933 Frankfurt;237
Projekttraeger;238;238 - Smart-work-Frankfurt gGmbH - Frankfurt;Lärchenstr. 131, 65933 Frankfurt;238
Projekttraeger;239;239 - Diakonisches Werk Wetterau-Friedberg - Friedberg;Straßheimer Str. 5, 61169 Friedberg;239
